Reporte Scoreboard
pckg_size=          49, depth_fifo=           4, retardo promedio=                   73, ancho de banda minima=                    0, ancho de banda maximo=                  515
Reporte Scoreboard
pckg_size=          47, depth_fifo=           3, retardo promedio=                   66, ancho de banda minima=                    0, ancho de banda maximo=                  683
Reporte Scoreboard
pckg_size=          42, depth_fifo=          12, retardo promedio=                   68, ancho de banda minima=                    0, ancho de banda maximo=                  602
Reporte Scoreboard
pckg_size=          46, depth_fifo=           8, retardo promedio=                   75, ancho de banda minima=                    0, ancho de banda maximo=                  657
Reporte Scoreboard
pckg_size=          41, depth_fifo=          23, retardo promedio=                   77, ancho de banda minima=                    0, ancho de banda maximo=                  621
Reporte Scoreboard
pckg_size=          44, depth_fifo=          28, retardo promedio=                   67, ancho de banda minima=                    0, ancho de banda maximo=                  830
Reporte Scoreboard
pckg_size=          47, depth_fifo=           8, retardo promedio=                   66, ancho de banda minima=                    0, ancho de banda maximo=                  706
Reporte Scoreboard
pckg_size=          42, depth_fifo=           6, retardo promedio=                   75, ancho de banda minima=                    0, ancho de banda maximo=                  627
Reporte Scoreboard
pckg_size=          46, depth_fifo=          11, retardo promedio=                   57, ancho de banda minima=                    0, ancho de banda maximo=                  619
Reporte Scoreboard
pckg_size=          41, depth_fifo=           2, retardo promedio=                   59, ancho de banda minima=                    0, ancho de banda maximo=                  589
Reporte Scoreboard
pckg_size=          47, depth_fifo=          28, retardo promedio=                   59, ancho de banda minima=                    0, ancho de banda maximo=                  713
Reporte Scoreboard
pckg_size=          40, depth_fifo=          10, retardo promedio=                   63, ancho de banda minima=                    0, ancho de banda maximo=                  548
Reporte Scoreboard
pckg_size=          40, depth_fifo=           3, retardo promedio=                   68, ancho de banda minima=                    0, ancho de banda maximo=                  498
Reporte Scoreboard
pckg_size=          42, depth_fifo=          11, retardo promedio=                   67, ancho de banda minima=                    0, ancho de banda maximo=                  732
Reporte Scoreboard
pckg_size=          40, depth_fifo=          11, retardo promedio=                   67, ancho de banda minima=                    0, ancho de banda maximo=                  554
