Reporte Scoreboard
REPORTE DE TRANSACCIONES REALIZADAS
 ID =           1, dato=  7b89bf2 , Tiempo de escritura=         133, Driver de salida=          53, Tiempo de lectura=         219, Driver de llegada=           1 , Latencia=         86 
 ID =          53, dato=  14dd9ebe8 , Tiempo de escritura=         189, Driver de salida=          40, Tiempo de lectura=         225, Driver de llegada=          53 , Latencia=         36 
 ID =           3, dato=  d64fd18 , Tiempo de escritura=         227, Driver de salida=          15, Tiempo de lectura=         259, Driver de llegada=           3 , Latencia=         32 
 ID =          20, dato=  81d89825 , Tiempo de escritura=         245, Driver de salida=           2, Tiempo de lectura=         271, Driver de llegada=          20 , Latencia=         26 
 ID =           4, dato=  11f596ec , Tiempo de escritura=         207, Driver de salida=          45, Tiempo de lectura=         275, Driver de llegada=           4 , Latencia=         68 
 ID =          10, dato=  4008ace1 , Tiempo de escritura=         215, Driver de salida=          51, Tiempo de lectura=         275, Driver de llegada=          10 , Latencia=         60 
 ID =           3, dato=  c9bc964 , Tiempo de escritura=         251, Driver de salida=           4, Tiempo de lectura=         281, Driver de llegada=           3 , Latencia=         30 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         287, Driver de llegada=          25 , Latencia=         20 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         299, Driver de llegada=          25 , Latencia=         32 
 ID =          15, dato=  54394d4a , Tiempo de escritura=         195, Driver de salida=          51, Tiempo de lectura=         311, Driver de llegada=          15 , Latencia=        116 
 ID =          10, dato=  41ffffff , Tiempo de escritura=         287, Driver de salida=          15, Tiempo de lectura=         315, Driver de llegada=          10 , Latencia=         28 
 ID =          52, dato=  14a000000 , Tiempo de escritura=         273, Driver de salida=           2, Tiempo de lectura=         317, Driver de llegada=          52 , Latencia=         44 
 ID =           2, dato=  a000000 , Tiempo de escritura=         275, Driver de salida=          52, Tiempo de lectura=         319, Driver de llegada=           2 , Latencia=         44 
 ID =          45, dato=  115555555 , Tiempo de escritura=         297, Driver de salida=          40, Tiempo de lectura=         321, Driver de llegada=          45 , Latencia=         24 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         323, Driver de llegada=          25 , Latencia=         56 
 ID =          53, dato=  14eaaaaaa , Tiempo de escritura=         277, Driver de salida=           3, Tiempo de lectura=         327, Driver de llegada=          53 , Latencia=         50 
 ID =           3, dato=  eaaaaaa , Tiempo de escritura=         279, Driver de salida=          53, Tiempo de lectura=         329, Driver de llegada=           3 , Latencia=         50 
 ID =          54, dato=  153555555 , Tiempo de escritura=         281, Driver de salida=           4, Tiempo de lectura=         329, Driver de llegada=          54 , Latencia=         48 
 ID =           4, dato=  13555555 , Tiempo de escritura=         283, Driver de salida=          54, Tiempo de lectura=         331, Driver de llegada=           4 , Latencia=         48 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         335, Driver de llegada=          25 , Latencia=         68 
 ID =          15, dato=  55ffffff , Tiempo de escritura=         285, Driver de salida=          10, Tiempo de lectura=         341, Driver de llegada=          15 , Latencia=         56 
 ID =           1, dato=  5265c8d , Tiempo de escritura=         305, Driver de salida=           2, Tiempo de lectura=         343, Driver de llegada=           1 , Latencia=         38 
 ID =          35, dato=  d6aaaaaa , Tiempo de escritura=         293, Driver de salida=          30, Tiempo de lectura=         347, Driver de llegada=          35 , Latencia=         54 
 ID =           1, dato=  7ffffff , Tiempo de escritura=         271, Driver de salida=          51, Tiempo de lectura=         351, Driver de llegada=           1 , Latencia=         80 
 ID =          40, dato=  101555555 , Tiempo de escritura=         299, Driver de salida=          45, Tiempo de lectura=         357, Driver de llegada=          40 , Latencia=         58 
 ID =           1, dato=  7e3a24a , Tiempo de escritura=         341, Driver de salida=          10, Tiempo de lectura=         359, Driver de llegada=           1 , Latencia=         18 
 ID =          20, dato=  82000000 , Tiempo de escritura=         291, Driver de salida=          25, Tiempo de lectura=         363, Driver de llegada=          20 , Latencia=         72 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         367, Driver de llegada=          25 , Latencia=        100 
 ID =          30, dato=  c0aaaaaa , Tiempo de escritura=         295, Driver de salida=          35, Tiempo de lectura=         369, Driver de llegada=          30 , Latencia=         74 
 ID =           1, dato=  41110d0 , Tiempo de escritura=         321, Driver de salida=           3, Tiempo de lectura=         375, Driver de llegada=           1 , Latencia=         54 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         383, Driver de llegada=          25 , Latencia=        116 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         395, Driver de llegada=          25 , Latencia=        128 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         403, Driver de llegada=          25 , Latencia=        136 
 ID =          25, dato=  96000000 , Tiempo de escritura=         289, Driver de salida=          20, Tiempo de lectura=         403, Driver de llegada=          25 , Latencia=        114 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         411, Driver de llegada=          25 , Latencia=        144 
 ID =          25, dato=  0 , Tiempo de escritura=         267, Driver de salida=          20, Tiempo de lectura=         423, Driver de llegada=          25 , Latencia=        156 
 ID =           1, dato=  6505b84 , Tiempo de escritura=         333, Driver de salida=           4, Tiempo de lectura=         431, Driver de llegada=           1 , Latencia=         98 
 ID =           1, dato=  6bd1f04 , Tiempo de escritura=         373, Driver de salida=          30, Tiempo de lectura=         439, Driver de llegada=           1 , Latencia=         66 
 ID =          25, dato=  96000000 , Tiempo de escritura=         289, Driver de salida=          20, Tiempo de lectura=         445, Driver de llegada=          25 , Latencia=        156 
 ID =           1, dato=  70c10dd , Tiempo de escritura=         391, Driver de salida=          40, Tiempo de lectura=         459, Driver de llegada=           1 , Latencia=         68 
 ID =           1, dato=  6de9115 , Tiempo de escritura=         423, Driver de salida=          15, Tiempo de lectura=         471, Driver de llegada=           1 , Latencia=         48 
 ID =           1, dato=  435e57c , Tiempo de escritura=         399, Driver de salida=          51, Tiempo de lectura=         479, Driver de llegada=           1 , Latencia=         80 
 ID =           1, dato=  41f6f4b , Tiempo de escritura=         409, Driver de salida=          52, Tiempo de lectura=         499, Driver de llegada=           1 , Latencia=         90 
 ID =           1, dato=  575b9e4 , Tiempo de escritura=         439, Driver de salida=          25, Tiempo de lectura=         519, Driver de llegada=           1 , Latencia=         80 
 ID =           1, dato=  56d122e , Tiempo de escritura=         415, Driver de salida=          53, Tiempo de lectura=         539, Driver de llegada=           1 , Latencia=        124 
 ID =           1, dato=  563dfe9 , Tiempo de escritura=         421, Driver de salida=          54, Tiempo de lectura=         559, Driver de llegada=           1 , Latencia=        138 
 ID =           1, dato=  5a272ce , Tiempo de escritura=         441, Driver de salida=          35, Tiempo de lectura=         579, Driver de llegada=           1 , Latencia=        138 
 ID =           1, dato=  54a8c8b , Tiempo de escritura=         451, Driver de salida=          45, Tiempo de lectura=         599, Driver de llegada=           1 , Latencia=        148 
Reporte Scoreboard
REPORTE DE TRANSACCIONES REALIZADAS
 ID =          40, dato=  100d9b7026 , Tiempo de escritura=          31, Driver de salida=          54, Tiempo de lectura=          71, Driver de llegada=          40 , Latencia=         40 
 ID =          20, dato=  801bfa469 , Tiempo de escritura=          45, Driver de salida=          45, Tiempo de lectura=         137, Driver de llegada=          20 , Latencia=         92 
 ID =          40, dato=  102668937b , Tiempo de escritura=          59, Driver de salida=          35, Tiempo de lectura=         141, Driver de llegada=          40 , Latencia=         82 
 ID =           4, dato=  12705e764 , Tiempo de escritura=          71, Driver de salida=          52, Tiempo de lectura=         149, Driver de llegada=           4 , Latencia=         78 
 ID =          53, dato=  14c9204794 , Tiempo de escritura=         123, Driver de salida=          40, Tiempo de lectura=         157, Driver de llegada=          53 , Latencia=         34 
 ID =           4, dato=  1053a4849 , Tiempo de escritura=          89, Driver de salida=          40, Tiempo de lectura=         165, Driver de llegada=           4 , Latencia=         76 
 ID =           1, dato=  7cb259a5 , Tiempo de escritura=          95, Driver de salida=          53, Tiempo de lectura=         171, Driver de llegada=           1 , Latencia=         76 
 ID =          45, dato=  114ab29f85 , Tiempo de escritura=         109, Driver de salida=          30, Tiempo de lectura=         173, Driver de llegada=          45 , Latencia=         64 
 ID =          52, dato=  14a615f2e9 , Tiempo de escritura=         115, Driver de salida=          10, Tiempo de lectura=         185, Driver de llegada=          52 , Latencia=         70 
 ID =          15, dato=  57f3a5656 , Tiempo de escritura=         137, Driver de salida=          35, Tiempo de lectura=         191, Driver de llegada=          15 , Latencia=         54 
 ID =          15, dato=  57f3a5656 , Tiempo de escritura=         137, Driver de salida=          35, Tiempo de lectura=         211, Driver de llegada=          15 , Latencia=         74 
 ID =           4, dato=  13ede7ab8 , Tiempo de escritura=         169, Driver de salida=          10, Tiempo de lectura=         219, Driver de llegada=           4 , Latencia=         50 
 ID =          25, dato=  9688f4848 , Tiempo de escritura=         201, Driver de salida=           3, Tiempo de lectura=         231, Driver de llegada=          25 , Latencia=         30 
