Reporte Scoreboard
pckg_size=          37, depth_fifo=           2, retardo promedio= 633.000, ancho de banda minima= 58451816.000, ancho de banda maximo= 1791898943488.000
Reporte Scoreboard
pckg_size=          46, depth_fifo=          17, retardo promedio= 624.000, ancho de banda minima= 73717952.000, ancho de banda maximo= 2867333431296.000
Reporte Scoreboard
pckg_size=          48, depth_fifo=          12, retardo promedio= 633.000, ancho de banda minima= 75829384.000, ancho de banda maximo= 2762616078336.000
Reporte Scoreboard
pckg_size=          41, depth_fifo=           3, retardo promedio= 626.000, ancho de banda minima= 65495208.000, ancho de banda maximo= 1899884969984.000
Reporte Scoreboard
pckg_size=          38, depth_fifo=          27, retardo promedio= 628.000, ancho de banda minima= 60509556.000, ancho de banda maximo= 2232560386048.000
Reporte Scoreboard
pckg_size=          38, depth_fifo=           7, retardo promedio= 629.000, ancho de banda minima= 60413356.000, ancho de banda maximo= 1844298907648.000
Reporte Scoreboard
pckg_size=          47, depth_fifo=          26, retardo promedio= 622.000, ancho de banda minima= 75562704.000, ancho de banda maximo= 2546160893952.000
Reporte Scoreboard
pckg_size=          43, depth_fifo=           8, retardo promedio= 622.000, ancho de banda minima= 69131832.000, ancho de banda maximo= 2080591577088.000
Reporte Scoreboard
pckg_size=          48, depth_fifo=          14, retardo promedio= 628.000, ancho de banda minima= 76433120.000, ancho de banda maximo= 2153579675648.000
Reporte Scoreboard
pckg_size=          48, depth_fifo=          17, retardo promedio= 622.000, ancho de banda minima= 77170416.000, ancho de banda maximo= 1879253975040.000
Reporte Scoreboard
pckg_size=          41, depth_fifo=          15, retardo promedio= 636.000, ancho de banda minima= 64465408.000, ancho de banda maximo= 2478566014976.000
Reporte Scoreboard
pckg_size=          38, depth_fifo=           4, retardo promedio= 623.000, ancho de banda minima= 60995184.000, ancho de banda maximo= 2199730257920.000
Reporte Scoreboard
pckg_size=          43, depth_fifo=          17, retardo promedio= 624.000, ancho de banda minima= 68910256.000, ancho de banda maximo= 2680333271040.000
Reporte Scoreboard
pckg_size=          48, depth_fifo=          18, retardo promedio= 627.000, ancho de banda minima= 76555024.000, ancho de banda maximo= 2247655424000.000
Reporte Scoreboard
pckg_size=          48, depth_fifo=           9, retardo promedio= 630.000, ancho de banda minima= 76190480.000, ancho de banda maximo= 3369447718912.000
Reporte Scoreboard
pckg_size=          49, depth_fifo=           3, retardo promedio= 627.000, ancho de banda minima= 78149920.000, ancho de banda maximo= 2513301405696.000
